Reference Handle,Token,Item Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Auto Add Item to Check,Option Name 1,Option Value 1,Default Unit Cost,Default Vendor Name,Default Vendor Code,Enabled Mia's Bakery,Current Quantity Mia's Bakery,New Quantity Mia's Bakery,Stock Alert Enabled Mia's Bakery,Stock Alert Count Mia's Bakery,Price Mia's Bakery,Enabled Mias UES,Current Quantity Mias UES,New Quantity Mias UES,Stock Alert Enabled Mias UES,Stock Alert Count Mias UES,Price Mias UES,Enabled Times Square,Current Quantity Times Square,New Quantity Times Square,Stock Alert Enabled Times Square,Stock Alert Count Times Square,Price Times Square,Modifier Set - Border Color,Modifier Set - Cake Pop Cupcake Flavor Choice,Modifier Set - Cupcake Flavor,Modifier Set - Cupcake Frosting,Modifier Set - Extra Shot Add-on,Modifier Set - Flavor - INST7PSUNRASXDKNC5NF7UUI,Modifier Set - Flavor - QDJSMW4SXF3MTFEZDQ6QJIZC,Modifier Set - Flavors,Modifier Set - Hot Drinks Extra Shot Choice,Modifier Set - Inscription,Modifier Set - Size,"Tax - New York, New York (11201) (8.875%)"
#peach-tres-leches-cake-hs,B76PF2DB3PTPU7RRSIPS4JM2,Peach Tres Leches Cake,HS,,J957740,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,190.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#peach-tres-leches-cake-fs,KDV5HKEZJAZG4UQABVIPIFHC,Peach Tres Leches Cake,FS,,K108263,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,270.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#peanut-butter-cookie-ts--,PA2FX7YX52QU2GWX2VSHRMUZ,Peanut Butter Cookie (TS),,,366725M,,Cookies by the Piece to Stay,Cookies by the Piece to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,4.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#peanut-butter-cookie-to-go-,RY2UDNQ6ATF53AYM2TPJV66G,Peanut Butter Cookie to Go,,,389834J,,Cookies by the Piece to Go,Cookies by the Piece to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#peanut-butter-mousse-cake-slice,KUXSXPE7S6VGYKRRNWSHVKIN,Peanut Butter Mousse Cake,Slice,,F633876,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#peanut-butter-mousse-cake-7inch,L6YEHUM4SMFKHHEWRZFFXHJY,Peanut Butter Mousse Cake,7inch,,B890232,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,50.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#peanut-butter-mousse-cake-8inch,VYBAIIRACBWPPUZWRWEUE4AO,Peanut Butter Mousse Cake,8inch,,914976H,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,54.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#peanut-butter-mousse-cake-10inch,RZEC4E7OP4XVCG7DWWQJCU2Y,Peanut Butter Mousse Cake,10inch,,9349241,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,65.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#peanut-butter-mousse-cake-qs,BB7KUDO4W6RA5FV24HY3MSBX,Peanut Butter Mousse Cake,QS,,M047674,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,100.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#peanut-butter-mousse-cake-hs,7CDYOPZNVAPPS2WPSFH3AMMJ,Peanut Butter Mousse Cake,HS,,Q253125,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,175.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#peanut-butter-mousse-cake-fs,2S2XLF2ULDYEV2FBDVVQNUXN,Peanut Butter Mousse Cake,FS,,5093081,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,240.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#pecan-cheesecake-slice,CMQS73TWMACVTZ4SFMXF6S3P,Pecan Cheesecake,Slice,,8683509,,Cheesecakes to Go,Cheesecakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#pecan-cheesecake-8inch,OK3CGCNV6KMPOOP5A2O6V3QQ,Pecan Cheesecake,8inch,,X595766,,Cheesecakes to Go,Cheesecakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,56.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#pecan-cheesecake-10inch,YB5FWFILFBR5J5PLMQSMS6TL,Pecan Cheesecake,10inch,,7606104,,Cheesecakes to Go,Cheesecakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,68.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#pecan-pie-ts--,SUB62EWZIQWROVEIDJBD64S3,Pecan Pie (TS),,,386844Q,,Pies to Stay,Pies to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,9.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#pecan-pie-to-go-slice,MJMSNDDYHFPZLKPRVA67JV2H,Pecan Pie to Go,Slice,,7791515,,Pies to Go,Pies to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#pecan-pie-to-go-8inch,FGTDYVMDEX2OSZOMFZKCSC37,Pecan Pie to Go,8inch,,993103E,,Pies to Go,Pies to Go,,,,,visible,Prepared food and beverage,,,,,,,,29.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#pecan-pie-to-go-10inch,62ZBLRIKRVDUOWVCJWI3I6KE,Pecan Pie to Go,10inch,,W341527,,Pies to Go,Pies to Go,,,,,visible,Prepared food and beverage,,,,,,,,42.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#pistachio-eclair-ts--,W3ITIRMDYOSYQMN356Y3OATC,Pistachio Eclair (TS),,,419433S,,SEN to Stay,SEN to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,6.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#pistachio-eclair-to-go-,V2QKZBMUHKCX2ZRULF6VIQLS,Pistachio Eclair to Go,,,T626044,,SEN to Go,SEN to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,6.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#pistachio-lobster-tail-,ATN5LRQK3YAMJ5GVKMFFQWZQ,Pistachio Lobster Tail,,,891586B,,Brownies to Go,Brownies to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#plain-cheesecake-slice,HVYKZI5NXJ7VUCFEAO6IG4DA,Plain Cheesecake,Slice,,5024134,,Cheesecakes to Go,Cheesecakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#plain-cheesecake-8inch,KIEFW44KDQJRPUWRXD6RXYXD,Plain Cheesecake,8inch,,S999220,,Cheesecakes to Go,Cheesecakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,56.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#plain-cheesecake-10inch,TWRVWKVA52BRMBXQMVQGSFBB,Plain Cheesecake,10inch,,710940T,,Cheesecakes to Go,Cheesecakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,68.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#plain-napoleon-ts--,SCK7GYVKYWMU4P5YNWOJR5TO,Plain Napoleon (TS),,,B742311,,SEN to Stay,SEN to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,9.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#plain-napoleon-to-go-slice,3JCFIEZRTD3HMXWLARCY7URF,Plain Napoleon to Go,Slice,,Z930898,,SEN to Go,SEN to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,9.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#plain-napoleon-to-go-whole,GWVABONGSKECVU7UI7FDVLY5,Plain Napoleon to Go,Whole,,346497F,,SEN to Go,SEN to Go,,,,,visible,Prepared food and beverage,,,,,,,,52.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#plain-napoleon-to-go-qs,DPBZ7USXYJW2GX23U47X2GAR,Plain Napoleon to Go,QS,,6153445,,SEN to Go,SEN to Go,,,,,visible,Prepared food and beverage,,,,,,,,100.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#plain-napoleon-to-go-hs,MLSUIQZK65HNDIIFF7EHYS7X,Plain Napoleon to Go,HS,,D294610,,SEN to Go,SEN to Go,,,,,visible,Prepared food and beverage,,,,,,,,175.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#plain-napoleon-to-go-fs,JWOHM3T2FKDCUIHVIQ5S6HVK,Plain Napoleon to Go,FS,,340070G,,SEN to Go,SEN to Go,,,,,visible,Prepared food and beverage,,,,,,,,240.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#plain-pound-cake-ts--,7FGXYMXOIDIX76BNSGBFAWSO,Plain Pound Cake (TS),,,5317635,,Pound Cake to Stay,Pound Cake to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,3.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#plain-pound-cake-to-go-slice,6T3OYJDXRLT76S3GEM6MLWE2,Plain Pound Cake to Go,Slice,,6165997,,Pound Cake to Go,Pound Cake to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,3.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#plain-pound-cake-to-go-loaf,LQCWAUNPSOYXXNCMOAAD32NV,Plain Pound Cake to Go,Loaf,,J744530,,Pound Cake to Go,Pound Cake to Go,,,,,visible,Prepared food and beverage,,,,,,,,6.50,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#pumpkin-cheesecake-slice,4QGNQSRSDHGKXXMFVLH5LBZS,Pumpkin Cheesecake,Slice,,9554238,,Cheesecakes to Go,Cheesecakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#pumpkin-cheesecake-8inch,DMASPT3NXXAFQGQJUOTB7YKH,Pumpkin Cheesecake,8inch,,304280T,,Cheesecakes to Go,Cheesecakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,56.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#pumpkin-cheesecake-10inch,XXYXJTZYMJXKOR5OBLWIOAVB,Pumpkin Cheesecake,10inch,,687376W,,Cheesecakes to Go,Cheesecakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,68.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#pumpkin-pie-ts--,RBAWP3IXTKDMMGAU3NCHUYD6,Pumpkin Pie (TS),,,124585G,,Pies to Stay,Pies to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,9.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#pumpkin-pie-to-go-slice,6OAXTFBM47YMAIW446MPNFSK,Pumpkin Pie to Go,Slice,,4125054,,Pies to Go,Pies to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#pumpkin-pie-to-go-8inch,I3HICKJONKVEDFVCNJHEKDE6,Pumpkin Pie to Go,8inch,,G402222,,Pies to Go,Pies to Go,,,,,visible,Prepared food and beverage,,,,,,,,29.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#pumpkin-pie-to-go-10inch,6OPRQU7JMIHHZMGWWSGKSBZR,Pumpkin Pie to Go,10inch,,M227613,,Pies to Go,Pies to Go,,,,,visible,Prepared food and beverage,,,,,,,,38.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#rainbow-cake-slice,U7OGKHJPRSDI5PMOQ5TAKDZT,Rainbow Cake,Slice,,W139234,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#rainbow-cake-7inch,S4PROZ3QS7NBMFD52WKTLHPK,Rainbow Cake,7inch,,3376183,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,50.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#rainbow-cake-8inch,7U655ZSLPQNCUGTBJFKIP44K,Rainbow Cake,8inch,,8190751,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,60.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#rainbow-cake-10inch,JBZH2IDZVP44FIEVGRTEVFY4,Rainbow Cake,10inch,,132185G,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,70.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#rainbow-cake-qs,BOCZ7H37VBO6MMVX4RATCRKW,Rainbow Cake,QS,,W837721,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,120.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#rainbow-cake-hs,AMORJV7Y45P4VECXKPQZ4LSA,Rainbow Cake,HS,,722205M,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,190.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#rainbow-cake-fs,HPLZHRLBFT24WGVKGONRUHE7,Rainbow Cake,FS,,2485516,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,270.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#rainbow-cookie-tray-to-go-,35CVYXDD72ZQ7B7WD5VS6DFC,Rainbow Cookie Tray to Go,,,3700434,,Cookie Packs to Go,Cookie Packs to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,24.00,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#rainbow-cookie-to-go-,Z4DWMT7ULL2LNJ7L45BNZIKV,Rainbow Cookie to Go,,Pound 1.000,7559399,,Cookies by the Pound to Go,Cookies by the Pound to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,24.00,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#raisin-bread-pudding-ts--,MMUONFP3HR7S7F7YPEXWDZVQ,Raisin Bread Pudding (TS),,,7608238,,Custard to Stay,Custard to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,7.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#raisin-bread-pudding-to-go-,BBWY6IARGUYN55VFRRMAOI72,Raisin Bread Pudding to Go,,,189588Z,,Custard to Go,Custard to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,7.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#raisin-danish-ts--,HPSCQYADKCTFTGWY6M36DKKP,Raisin Danish (TS),,,412366K,,Danish to Stay,Danish to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,5.00,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#raisin-danish-to-go-,KMJCVR5O62Q7DVZ2PONSTQPZ,Raisin Danish to Go,,,986779J,,Danish to Go,Danish to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#red-black-eye-to-go-small,SNLNTPVCRRHFVYBJOF3EZCVS,Red Black Eye to Go,Small,,B469873,,Hot Drinks to Go,Hot Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,3.67,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,N
#red-black-eye-to-go-large,YWGK3EL3C4Q5O3FJHLSTSHJ5,Red Black Eye to Go,Large,,8404502,,Hot Drinks to Go,Hot Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,,4.67,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,Y,N,N,N,N,N,N,N
#red-velvet-cake-slice,744V7ILHM73ZOJ5YR2SXUCOW,Red Velvet Cake,Slice,,V220070,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#red-velvet-cake-7inch,SXGVH6DQMNPDO4P7PKFVAJ6W,Red Velvet Cake,7inch,,Y927630,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,50.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#red-velvet-cake-8inch,CTW2BDRGXMDGI32425ACMKAY,Red Velvet Cake,8inch,,L868236,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,54.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#red-velvet-cake-10inch,6WRORS45RDESPUK6YNKRMGSN,Red Velvet Cake,10inch,,846852Y,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,65.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#red-velvet-cake-qs,CTKNIZBEINGGH27JMLTMNNBJ,Red Velvet Cake,QS,,L498655,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,100.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#red-velvet-cake-hs,BW7KG76V3LQD6KXE7QHJBDCE,Red Velvet Cake,HS,,E519355,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,175.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#red-velvet-cake-fs,N3BO3QJASQDU3PCGK4ZUGN2U,Red Velvet Cake,FS,,M025978,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,240.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#red-velvet-cake-pop-ts--,TNJDESC7C64HLWHIUG6PMBOL,Red Velvet Cake Pop (TS),,,G226132,,Cupcakes to Stay,Cupcakes to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,3.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#red-velvet-cake-pop-to-go-,FKL5P5USMWNE5HJXRGDFO6YS,Red Velvet Cake Pop to Go,,,X254647,,Cupcakes to Go,Cupcakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,2.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#red-velvet-cheesecake-slice,TUCLHCZ6DJ3MHFBXHID25UMW,Red Velvet Cheesecake,Slice,,J170970,,Cheesecakes to Go,Cheesecakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#red-velvet-cheesecake-8inch,HODARLQZCPASQKJEZTU2AJVP,Red Velvet Cheesecake,8inch,,K457881,,Cheesecakes to Go,Cheesecakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,56.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#red-velvet-cheesecake-10inch,E5LXQOWY6JRSVNBBDGRMIEMO,Red Velvet Cheesecake,10inch,,862527P,,Cheesecakes to Go,Cheesecakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,68.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#red-velvet-cupcake-ts--,NLKD7KRQGZD3H3HQSHWLIHIW,Red Velvet Cupcake (TS),,,7919962,,Cupcakes to Stay,Cupcakes to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,4.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#red-velvet-cupcake-to-go-,LTDZOLEWCDYNSQL2IBDE4CMS,Red Velvet Cupcake to Go,,,656757W,,Cupcakes to Go,Cupcakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#rosette-ombre-,JXNSCNDE4PU35FISO5AXNEG3,Rosette Ombre,,,898454Z,,Special Cake to Go,Special Cake to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,120.00,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#rugelach-cookie-to-go-,A7HT27AYRHIXM6DDDY7VRPLP,Rugelach Cookie to Go,,Pound 1.000,F133602,,Cookies by the Pound to Go,Cookies by the Pound to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,24.00,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#salted-caramel-cake-slice,6JPEDUMP5M72DQML4SQ7E3YG,Salted Caramel Cake,Slice,,190737T,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#salted-caramel-cake-7inch,UVAIVJH42PWTVYV462OJOLQY,Salted Caramel Cake,7inch,,4477869,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,50.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#salted-caramel-cake-8inch,YWZ3WMOCUFPXJRMBOPVLEH63,Salted Caramel Cake,8inch,,6001082,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,54.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#salted-caramel-cake-10inch,RFL4Z3D66KENXUYMLPEA7AZA,Salted Caramel Cake,10inch,,E286248,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,65.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#salted-caramel-cake-qs,I3OFHKRRSHBLTYMSMBUP6PGV,Salted Caramel Cake,QS,,A444817,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,100.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#salted-caramel-cake-hs,HMTHTOHDTKNE6RCHYJKAWJ5K,Salted Caramel Cake,HS,,T918614,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,175.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#salted-caramel-cake-fs,TOH2TIBYIF6XC4MSP6FTI2A5,Salted Caramel Cake,FS,,3523083,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,240.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
